Title,Domain,Branch,Type,Price,Description,ImageURL,DemoVideoURL,Tags,Featured
Bidirectional Buck-Boost Current-Fed Isolated DC-DC Converter and Its Modulation,Large AI,EEE,Prototype,10890,Project focusing on bidirectional buck-boost current-fed isolated dc-dc converter and its modulation.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
Manitoba Rectifier - Bridgeless Buck-Boost PFC,Large AI,Mechanical,Product,10105,Project focusing on manitoba rectifier - bridgeless buck-boost pfc.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Mechanical",FALSE
System Model and Performance Evaluation of Single-Stage Buck-Boost Type Manitoba Inverter for PV Applications,Simulation,EEE,Product,9528,Project focusing on system model and performance evaluation of single-stage buck-boost type manitoba inverter for pv applications.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Development of an Improved Input-Parallel Output-Series Buck-Boost Converter and Its Closed-Loop Control,Simulation,Medical,Prototype,9524,Project focusing on development of an improved input-parallel output-series buck-boost converter and its closed-loop control.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Medical",TRUE
An Active Impedance-Source Three-Level T-Type Inverter with Reduced Device Count,Machine Learning,EEE,Product,9801,Project focusing on an active impedance-source three-level t-type inverter with reduced device count.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
A Lossless Turn-on Snubber for Reducing Diode Reverse Recovery Losses in Bidirectional Buck/Boost Converter,Robotics,Medical,Prototype,10501,Project focusing on a lossless turn-on snubber for reducing diode reverse recovery losses in bidirectional buck/boost converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Medical",TRUE
Buck-Boost-Buck Type Single-Switch Multi-String Resonant LED Driver with High Power Factor and Passive Current Balancing,Embedded,EEE,Product,8573,Project focusing on buck-boost-buck type single-switch multi-string resonant led driver with high power factor and passive current balancing.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Stability Region Based Robust Controller Design for High-gain Boost DC-DC Converter,Machine Learning,Medical,Product,8499,Project focusing on stability region based robust controller design for high-gain boost dc-dc converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Medical",TRUE
Multi-mode Smooth Switching Strategy for Eliminating the Operational Dead Zone in Noninverting Buck-Boost Converter,Large AI,CSE,Product,10105,Project focusing on multi-mode smooth switching strategy for eliminating the operational dead zone in noninverting buck-boost converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, CSE",TRUE
Five-Level Transformer less Inverter for Single-Phase Solar Photovoltaic Applications,Machine Learning,EEE,Product,9801,Project focusing on five-level transformer less inverter for single-phase solar photovoltaic applications.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
"Two-phase, Dual Interleaved Buck-Boost DC-DC Converter for Automotive Applications",Embedded,CSE,Product,6499,"Project focusing on two-phase, dual interleaved buck-boost dc-dc converter for automotive applications.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, CSE",FALSE
Grid Impedance Estimation through Grid-Forming Power Converters,IoT,EEE,Prototype,9253,Project focusing on grid impedance estimation through grid-forming power converters.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
A Coupled Inductor based Buck-Boost type Grid Connected Transformerless PV Inverter having the Ability to Control Two Subarrays Simultaneously,IoT,EEE,Prototype,9253,Project focusing on a coupled inductor based buck-boost type grid connected transformerless pv inverter having the ability to control two subarrays simultaneously.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Smart Irrigation System with Monitoring and Controlling using Iot,IoT,CSE,Prototype,8750,Project focusing on smart irrigation system with monitoring and controlling using iot.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, CSE",TRUE
Analysis of a Synergetically Controlled Two-Stage Three-Phase DC/AC Buck-Boost Converter,Large AI,CSE,Prototype,10105,Project focusing on analysis of a synergetically controlled two-stage three-phase dc/ac buck-boost converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, CSE",FALSE
Remote Triggered Dual Axis Solar Irradiance Measurement System,Machine Learning,EEE,Prototype,9801,Project focusing on remote triggered dual axis solar irradiance measurement system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Fully Integrated Buck and Boost Converter as a High Efficient High-Power-Density Off-Line LED Driver,IoT,EEE,Prototype,9253,Project focusing on fully integrated buck and boost converter as a high efficient high-power-density off-line led driver.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Advanced Synchronization Control for Inverters Parallel Operation in Microgrids Using Coupled Hopf Oscillators,Simulation,EEE,Prototype,9528,Project focusing on advanced synchronization control for inverters parallel operation in microgrids using coupled hopf oscillators.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Control Scheme and Performance Analysis of Dual-Frequency Single-Phase Grid-Connected Inverter Interfaced With Weak and Distorted Grids,Robotics,EEE,Prototype,10002,Project focusing on control scheme and performance analysis of dual-frequency single-phase grid-connected inverter interfaced with weak and distorted grids.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
AC Grid Emulations for Advanced Testing of Grid-Connected Converters—an Overview,Simulation,EEE,Prototype,9528,Project focusing on ac grid emulations for advanced testing of grid-connected converters—an overview.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Low-Voltage Stress Buck-Boost Converter with a High-Voltage Conversion Gain,Machine Learning,EEE,Product,9801,Project focusing on low-voltage stress buck-boost converter with a high-voltage conversion gain.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
"Generalized State Space Average Model for Multi-Phase Interleaved Buck, Boost and Buck-Boost DC-DC Converters: Transient, Steady-State and Switching DynamicsZ",Robotics,Civil,Product,10501,"Project focusing on generalized state space average model for multi-phase interleaved buck, boost and buck-boost dc-dc converters: transient, steady-state and switching dynamicsz.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Civil",TRUE
A Novel Modiﬁed Switched Inductor Boost Converter with Reduced Switch Voltage Stress,Large AI,Civil,Product,7499,Project focusing on a novel modiﬁed switched inductor boost converter with reduced switch voltage stress.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Civil",TRUE
Small-Signal Modeling and Stability Prediction of Parallel Droop-Controlled Inverters Based on Terminal Characteristics of Individual Inverters,IoT,EEE,Prototype,9253,Project focusing on small-signal modeling and stability prediction of parallel droop-controlled inverters based on terminal characteristics of individual inverters.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Full-Bridge Single-Inductor Based Buck-Boost Inverters,Robotics,EEE,Prototype,10002,Project focusing on full-bridge single-inductor based buck-boost inverters.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
An Optimal PWM Technique for Dual-Output Nine-Switch Boost Inverters with Minimum Passive Component Count,Simulation,EEE,Product,9528,Project focusing on an optimal pwm technique for dual-output nine-switch boost inverters with minimum passive component count.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
A Single-Inductor Multiple-Output Buck/Boost DC-DC Converter with Duty-Cycle and Control-Current Predictor,Robotics,EEE,Product,10002,Project focusing on a single-inductor multiple-output buck/boost dc-dc converter with duty-cycle and control-current predictor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
Incremental Passivity Control in Multilevel Cascaded H-Bridge Converters,IoT,EEE,Prototype,9253,Project focusing on incremental passivity control in multilevel cascaded h-bridge converters.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Switched Capacitor Integrated (n+)-Level Step-up Single-Phase Inverter,Large AI,EEE,Prototype,10890,Project focusing on switched capacitor integrated (n+)-level step-up single-phase inverter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
A Reliable Single-Phase Bipolar Buck-Boost Direct PWM AC-AC Converter with Continuous Input/ Output Current,Large AI,EEE,Product,10890,Project focusing on a reliable single-phase bipolar buck-boost direct pwm ac-ac converter with continuous input/ output current.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
Single Phase ZAC-Source AC-AC Converter with High Buck and Boost Voltage Conversion Capability,Machine Learning,Civil,Product,9037,Project focusing on single phase zac-source ac-ac converter with high buck and boost voltage conversion capability.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Civil",FALSE
Ferdowsi Rectifiers – Single-Phase Buck-Boost Bridgeless PFC Rectifiers with Low Semiconductor Count,Simulation,Mechanical,Prototype,9524,Project focusing on ferdowsi rectifiers – single-phase buck-boost bridgeless pfc rectifiers with low semiconductor count.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",FALSE
Dead-Zone Free Control scheme for H-bridge buck-boost converter,Machine Learning,ECE,Prototype,5999,Project focusing on dead-zone free control scheme for h-bridge buck-boost converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, ECE",TRUE
A High Step-up Dual-Source Three Phase Inverter Topology with Decoupled and Reliable Control Algorithm,Robotics,EEE,Product,10002,Project focusing on a high step-up dual-source three phase inverter topology with decoupled and reliable control algorithm.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
An Improved Reduced Complexity Model Predictive Current Controller for Grid Connected Four-Leg Multilevel Inverter,IoT,EEE,Product,9253,Project focusing on an improved reduced complexity model predictive current controller for grid connected four-leg multilevel inverter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Advanced Current-Limiting and Power-Sharing Control in a PV-Based Grid-Forming Inverter under Unbalanced Grid Conditions,IoT,EEE,Product,9253,Project focusing on advanced current-limiting and power-sharing control in a pv-based grid-forming inverter under unbalanced grid conditions.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Non-Isolated High-Gain Triple Port DC-DC Buck-Boost Converter with Positive Output Voltage for Photovoltaic Application,Machine Learning,Civil,Prototype,9037,Project focusing on non-isolated high-gain triple port dc-dc buck-boost converter with positive output voltage for photovoltaic application.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Civil",TRUE
Fabrication of Solar Powered Air Pollution and Speed Detection for Vehicle,Machine Learning,EEE,Prototype,9801,Project focusing on fabrication of solar powered air pollution and speed detection for vehicle.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Device Load Monitor with Programmable Meter for Energy Audit,Large AI,Civil,Prototype,7499,Project focusing on device load monitor with programmable meter for energy audit.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Civil",FALSE
IoT Based Transmission Line Monitoring System Using Raspberry Pi,IoT,Civil,Product,6499,Project focusing on iot based transmission line monitoring system using raspberry pi.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",TRUE
IOT based Smart Energy Meter Monitoring with Theft Detection,IoT,Civil,Prototype,6499,Project focusing on iot based smart energy meter monitoring with theft detection.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",TRUE
Gyroscope sensing using neopixel ring,Machine Learning,Civil,Prototype,9037,Project focusing on gyroscope sensing using neopixel ring.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Civil",FALSE
Smart Shoes,Large AI,CSE,Prototype,10105,Project focusing on smart shoes.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, CSE",TRUE
"piezo electric power generation using mobile charging, streetlights, AC load",Embedded,EEE,Product,8573,"Project focusing on piezo electric power generation using mobile charging, streetlights, ac load.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
IOT Weather Station Using Arduino UNO,IoT,Civil,Product,6499,Project focusing on iot weather station using arduino uno.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",FALSE
Wireless Charging Of Electrical Vehicle,Large AI,EEE,Prototype,10890,Project focusing on wireless charging of electrical vehicle.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
Solar based electric CAR,Simulation,EEE,Product,9528,Project focusing on solar based electric car.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Water Management system based on IOT,IoT,ECE,Product,8449,Project focusing on water management system based on iot.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, ECE",TRUE
Smart traffic monitoring and controlling system,Machine Learning,CSE,Prototype,8699,Project focusing on smart traffic monitoring and controlling system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, CSE",FALSE
Microcontroller Based Buck- Boost Converter,Embedded,ECE,Product,8599,Project focusing on microcontroller based buck- boost converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, ECE",FALSE
IOT Connected Safety Sensor Network System For Industrial Applications Using Raspberry Pi,IoT,Civil,Product,6499,Project focusing on iot connected safety sensor network system for industrial applications using raspberry pi.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",TRUE
Retrofitting Of Electric Vehicle with Power Boosters,Large AI,EEE,Prototype,10890,Project focusing on retrofitting of electric vehicle with power boosters.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
Industrial fencing security implementation using SCADA,Embedded,Mechanical,Product,12500,Project focusing on industrial fencing security implementation using scada.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Mechanical",TRUE
Analysis and Testing of Dual Axis Solar Tracker for a Standalone PV Systems,Large AI,EEE,Prototype,10890,Project focusing on analysis and testing of dual axis solar tracker for a standalone pv systems.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
IOT based Smart Energy Meter Monitoring with Theft Detection,IoT,Civil,Product,6499,Project focusing on iot based smart energy meter monitoring with theft detection.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",TRUE
Design and Specification of Building Integrated DC Electricity Networks,IoT,Mechanical,Prototype,8605,Project focusing on design and specification of building integrated dc electricity networks.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Mechanical",FALSE
Triangular hut shape solar tracker using parabolic reflector,Simulation,EEE,Prototype,9528,Project focusing on triangular hut shape solar tracker using parabolic reflector.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Maximum power point tracking using fuzzy logic for PV systems,Embedded,EEE,Prototype,8573,Project focusing on maximum power point tracking using fuzzy logic for pv systems.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
Fabrication of Solar Water Purification System,Machine Learning,EEE,Prototype,9801,Project focusing on fabrication of solar water purification system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
